,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11667,Japan,Wheat,1999,34544,1668,79821.18,15.93
11668,Japan,Wheat,1999,34544,1668,79821.18,15.66
11669,Japan,Wheat,1999,34544,1668,79821.18,15.79
11670,Japan,Wheat,1999,34544,1668,79821.18,13.78
11671,Japan,Yams,1999,217455,1668,79821.18,15.93
11672,Japan,Yams,1999,217455,1668,79821.18,13.78
11673,Japan,Yams,1999,217455,1668,79821.18,15.93
11674,Japan,Yams,1999,217455,1668,79821.18,15.66
11675,Japan,Yams,1999,217455,1668,79821.18,15.79
11676,Japan,Yams,1999,217455,1668,79821.18,13.78
11677,Japan,Maize,2000,24713,1668,79821.18,15.92
11678,Japan,Maize,2000,24713,1668,79821.18,13.5
11679,Japan,Maize,2000,24713,1668,79821.18,15.95
11680,Japan,Maize,2000,24713,1668,79821.18,15.58
11681,Japan,Maize,2000,24713,1668,79821.18,15.67
11682,Japan,Maize,2000,24713,1668,79821.18,13.5
11683,Japan,Potatoes,2000,306342,1668,79821.18,15.92
11684,Japan,Potatoes,2000,306342,1668,79821.18,13.5
11685,Japan,Potatoes,2000,306342,1668,79821.18,15.95
11686,Japan,Potatoes,2000,306342,1668,79821.18,15.58
11687,Japan,Potatoes,2000,306342,1668,79821.18,15.67
11688,Japan,Potatoes,2000,306342,1668,79821.18,13.5
11689,Japan,"Rice, paddy",2000,67023,1668,79821.18,15.92
11690,Japan,"Rice, paddy",2000,67023,1668,79821.18,13.5
11691,Japan,"Rice, paddy",2000,67023,1668,79821.18,15.95
11692,Japan,"Rice, paddy",2000,67023,1668,79821.18,15.58
11693,Japan,"Rice, paddy",2000,67023,1668,79821.18,15.67
11694,Japan,"Rice, paddy",2000,67023,1668,79821.18,13.5
11695,Japan,Soybeans,2000,19184,1668,79821.18,15.92
11696,Japan,Soybeans,2000,19184,1668,79821.18,13.5
11697,Japan,Soybeans,2000,19184,1668,79821.18,15.95
11698,Japan,Soybeans,2000,19184,1668,79821.18,15.58
11699,Japan,Soybeans,2000,19184,1668,79821.18,15.67
11700,Japan,Soybeans,2000,19184,1668,79821.18,13.5
11701,Japan,Sweet potatoes,2000,247327,1668,79821.18,15.92
11702,Japan,Sweet potatoes,2000,247327,1668,79821.18,13.5
11703,Japan,Sweet potatoes,2000,247327,1668,79821.18,15.95
11704,Japan,Sweet potatoes,2000,247327,1668,79821.18,15.58
11705,Japan,Sweet potatoes,2000,247327,1668,79821.18,15.67
11706,Japan,Sweet potatoes,2000,247327,1668,79821.18,13.5
11707,Japan,Wheat,2000,37607,1668,79821.18,15.92
11708,Japan,Wheat,2000,37607,1668,79821.18,13.5
11709,Japan,Wheat,2000,37607,1668,79821.18,15.95
11710,Japan,Wheat,2000,37607,1668,79821.18,15.58
11711,Japan,Wheat,2000,37607,1668,79821.18,15.67
11712,Japan,Wheat,2000,37607,1668,79821.18,13.5
11713,Japan,Yams,2000,226577,1668,79821.18,15.92
11714,Japan,Yams,2000,226577,1668,79821.18,13.5
11715,Japan,Yams,2000,226577,1668,79821.18,15.95
11716,Japan,Yams,2000,226577,1668,79821.18,15.58
11717,Japan,Yams,2000,226577,1668,79821.18,15.67
11718,Japan,Yams,2000,226577,1668,79821.18,13.5
11719,Japan,Maize,2001,25000,1668,78735.45,15.86
11720,Japan,Maize,2001,25000,1668,78735.45,13.13
11721,Japan,Maize,2001,25000,1668,78735.45,15.97
11722,Japan,Maize,2001,25000,1668,78735.45,15.4
11723,Japan,Maize,2001,25000,1668,78735.45,15.47
11724,Japan,Maize,2001,25000,1668,78735.45,13.13
11725,Japan,Potatoes,2001,318172,1668,78735.45,15.86
11726,Japan,Potatoes,2001,318172,1668,78735.45,13.13
11727,Japan,Potatoes,2001,318172,1668,78735.45,15.97
11728,Japan,Potatoes,2001,318172,1668,78735.45,15.4
11729,Japan,Potatoes,2001,318172,1668,78735.45,15.47
11730,Japan,Potatoes,2001,318172,1668,78735.45,13.13
11731,Japan,"Rice, paddy",2001,66354,1668,78735.45,15.86
11732,Japan,"Rice, paddy",2001,66354,1668,78735.45,13.13
11733,Japan,"Rice, paddy",2001,66354,1668,78735.45,15.97
11734,Japan,"Rice, paddy",2001,66354,1668,78735.45,15.4
11735,Japan,"Rice, paddy",2001,66354,1668,78735.45,15.47
11736,Japan,"Rice, paddy",2001,66354,1668,78735.45,13.13
11737,Japan,Soybeans,2001,20195,1668,78735.45,15.86
11738,Japan,Soybeans,2001,20195,1668,78735.45,13.13
11739,Japan,Soybeans,2001,20195,1668,78735.45,15.97
11740,Japan,Soybeans,2001,20195,1668,78735.45,15.4
11741,Japan,Soybeans,2001,20195,1668,78735.45,15.47
11742,Japan,Soybeans,2001,20195,1668,78735.45,13.13
11743,Japan,Sweet potatoes,2001,251300,1668,78735.45,15.86
11744,Japan,Sweet potatoes,2001,251300,1668,78735.45,13.13
11745,Japan,Sweet potatoes,2001,251300,1668,78735.45,15.97
11746,Japan,Sweet potatoes,2001,251300,1668,78735.45,15.4
11747,Japan,Sweet potatoes,2001,251300,1668,78735.45,15.47
11748,Japan,Sweet potatoes,2001,251300,1668,78735.45,13.13
11749,Japan,Wheat,2001,35546,1668,78735.45,15.86
11750,Japan,Wheat,2001,35546,1668,78735.45,13.13
11751,Japan,Wheat,2001,35546,1668,78735.45,15.97
11752,Japan,Wheat,2001,35546,1668,78735.45,15.4
11753,Japan,Wheat,2001,35546,1668,78735.45,15.47
11754,Japan,Wheat,2001,35546,1668,78735.45,13.13
11755,Japan,Yams,2001,207982,1668,78735.45,15.86
11756,Japan,Yams,2001,207982,1668,78735.45,13.13
11757,Japan,Yams,2001,207982,1668,78735.45,15.97
11758,Japan,Yams,2001,207982,1668,78735.45,15.4
11759,Japan,Yams,2001,207982,1668,78735.45,15.47
11760,Japan,Yams,2001,207982,1668,78735.45,13.13
11761,Japan,Maize,2002,24615,1668,70262.54,16.09
11762,Japan,Maize,2002,24615,1668,70262.54,13.42
11763,Japan,Maize,2002,24615,1668,70262.54,16
11764,Japan,Maize,2002,24615,1668,70262.54,15.71
11765,Japan,Maize,2002,24615,1668,70262.54,15.73
11766,Japan,Maize,2002,24615,1668,70262.54,13.42
11767,Japan,Potatoes,2002,334130,1668,70262.54,16.09
11768,Japan,Potatoes,2002,334130,1668,70262.54,13.42
11769,Japan,Potatoes,2002,334130,1668,70262.54,16
11770,Japan,Potatoes,2002,334130,1668,70262.54,15.71
11771,Japan,Potatoes,2002,334130,1668,70262.54,15.73
11772,Japan,Potatoes,2002,334130,1668,70262.54,13.42
11773,Japan,"Rice, paddy",2002,65823,1668,70262.54,16.09
11774,Japan,"Rice, paddy",2002,65823,1668,70262.54,13.42
11775,Japan,"Rice, paddy",2002,65823,1668,70262.54,16
11776,Japan,"Rice, paddy",2002,65823,1668,70262.54,15.71
11777,Japan,"Rice, paddy",2002,65823,1668,70262.54,15.73
11778,Japan,"Rice, paddy",2002,65823,1668,70262.54,13.42
11779,Japan,Soybeans,2002,18025,1668,70262.54,16.09
11780,Japan,Soybeans,2002,18025,1668,70262.54,13.42
11781,Japan,Soybeans,2002,18025,1668,70262.54,16
11782,Japan,Soybeans,2002,18025,1668,70262.54,15.71
11783,Japan,Soybeans,2002,18025,1668,70262.54,15.73
11784,Japan,Soybeans,2002,18025,1668,70262.54,13.42
11785,Japan,Sweet potatoes,2002,254321,1668,70262.54,16.09
11786,Japan,Sweet potatoes,2002,254321,1668,70262.54,13.42
11787,Japan,Sweet potatoes,2002,254321,1668,70262.54,16
11788,Japan,Sweet potatoes,2002,254321,1668,70262.54,15.71
11789,Japan,Sweet potatoes,2002,254321,1668,70262.54,15.73
11790,Japan,Sweet potatoes,2002,254321,1668,70262.54,13.42
11791,Japan,Wheat,2002,40010,1668,70262.54,16.09
11792,Japan,Wheat,2002,40010,1668,70262.54,13.42
11793,Japan,Wheat,2002,40010,1668,70262.54,16
11794,Japan,Wheat,2002,40010,1668,70262.54,15.71
11795,Japan,Wheat,2002,40010,1668,70262.54,15.73
11796,Japan,Wheat,2002,40010,1668,70262.54,13.42
11797,Japan,Yams,2002,206243,1668,70262.54,16.09
11798,Japan,Yams,2002,206243,1668,70262.54,13.42
11799,Japan,Yams,2002,206243,1668,70262.54,16
11800,Japan,Yams,2002,206243,1668,70262.54,15.71
11801,Japan,Yams,2002,206243,1668,70262.54,15.73
11802,Japan,Yams,2002,206243,1668,70262.54,13.42
11803,Japan,Maize,2004,25000,1668,64688.88,16.56
11804,Japan,Maize,2004,25000,1668,64688.88,14.05
11805,Japan,Maize,2004,25000,1668,64688.88,16.54
11806,Japan,Maize,2004,25000,1668,64688.88,16.19
11807,Japan,Maize,2004,25000,1668,64688.88,16.33
11808,Japan,Maize,2004,25000,1668,64688.88,14.05
11809,Japan,Potatoes,2004,330734,1668,64688.88,16.56
11810,Japan,Potatoes,2004,330734,1668,64688.88,14.05
11811,Japan,Potatoes,2004,330734,1668,64688.88,16.54
11812,Japan,Potatoes,2004,330734,1668,64688.88,16.19
11813,Japan,Potatoes,2004,330734,1668,64688.88,16.33
11814,Japan,Potatoes,2004,330734,1668,64688.88,14.05
11815,Japan,"Rice, paddy",2004,64150,1668,64688.88,16.56
11816,Japan,"Rice, paddy",2004,64150,1668,64688.88,14.05
11817,Japan,"Rice, paddy",2004,64150,1668,64688.88,16.54
11818,Japan,"Rice, paddy",2004,64150,1668,64688.88,16.19
11819,Japan,"Rice, paddy",2004,64150,1668,64688.88,16.33
11820,Japan,"Rice, paddy",2004,64150,1668,64688.88,14.05
11821,Japan,Soybeans,2004,11930,1668,64688.88,16.56
11822,Japan,Soybeans,2004,11930,1668,64688.88,14.05
11823,Japan,Soybeans,2004,11930,1668,64688.88,16.54
11824,Japan,Soybeans,2004,11930,1668,64688.88,16.19
11825,Japan,Soybeans,2004,11930,1668,64688.88,16.33
11826,Japan,Soybeans,2004,11930,1668,64688.88,14.05
11827,Japan,Sweet potatoes,2004,250372,1668,64688.88,16.56
11828,Japan,Sweet potatoes,2004,250372,1668,64688.88,14.05
11829,Japan,Sweet potatoes,2004,250372,1668,64688.88,16.54
11830,Japan,Sweet potatoes,2004,250372,1668,64688.88,16.19
11831,Japan,Sweet potatoes,2004,250372,1668,64688.88,16.33
11832,Japan,Sweet potatoes,2004,250372,1668,64688.88,14.05
11833,Japan,Wheat,2004,40466,1668,64688.88,16.56
11834,Japan,Wheat,2004,40466,1668,64688.88,14.05
11835,Japan,Wheat,2004,40466,1668,64688.88,16.54
11836,Japan,Wheat,2004,40466,1668,64688.88,16.19
11837,Japan,Wheat,2004,40466,1668,64688.88,16.33
11838,Japan,Wheat,2004,40466,1668,64688.88,14.05
11839,Japan,Yams,2004,229051,1668,64688.88,16.56
11840,Japan,Yams,2004,229051,1668,64688.88,14.05
11841,Japan,Yams,2004,229051,1668,64688.88,16.54
11842,Japan,Yams,2004,229051,1668,64688.88,16.19
11843,Japan,Yams,2004,229051,1668,64688.88,16.33
11844,Japan,Yams,2004,229051,1668,64688.88,14.05
11845,Japan,Maize,2005,25260,1668,63829.77,15.75
11846,Japan,Maize,2005,25260,1668,63829.77,12.99
11847,Japan,Maize,2005,25260,1668,63829.77,15.75
11848,Japan,Maize,2005,25260,1668,63829.77,15.36
11849,Japan,Maize,2005,25260,1668,63829.77,15.36
11850,Japan,Maize,2005,25260,1668,63829.77,12.99
11851,Japan,Potatoes,2005,316341,1668,63829.77,15.75
11852,Japan,Potatoes,2005,316341,1668,63829.77,12.99
11853,Japan,Potatoes,2005,316341,1668,63829.77,15.75
11854,Japan,Potatoes,2005,316341,1668,63829.77,15.36
11855,Japan,Potatoes,2005,316341,1668,63829.77,15.36
11856,Japan,Potatoes,2005,316341,1668,63829.77,12.99
11857,Japan,"Rice, paddy",2005,66483,1668,63829.77,15.75
11858,Japan,"Rice, paddy",2005,66483,1668,63829.77,12.99
11859,Japan,"Rice, paddy",2005,66483,1668,63829.77,15.75
11860,Japan,"Rice, paddy",2005,66483,1668,63829.77,15.36
11861,Japan,"Rice, paddy",2005,66483,1668,63829.77,15.36
11862,Japan,"Rice, paddy",2005,66483,1668,63829.77,12.99
11863,Japan,Soybeans,2005,16791,1668,63829.77,15.75
11864,Japan,Soybeans,2005,16791,1668,63829.77,12.99
11865,Japan,Soybeans,2005,16791,1668,63829.77,15.75
11866,Japan,Soybeans,2005,16791,1668,63829.77,15.36
11867,Japan,Soybeans,2005,16791,1668,63829.77,15.36
11868,Japan,Soybeans,2005,16791,1668,63829.77,12.99
11869,Japan,Sweet potatoes,2005,258088,1668,63829.77,15.75
11870,Japan,Sweet potatoes,2005,258088,1668,63829.77,12.99
11871,Japan,Sweet potatoes,2005,258088,1668,63829.77,15.75
11872,Japan,Sweet potatoes,2005,258088,1668,63829.77,15.36
11873,Japan,Sweet potatoes,2005,258088,1668,63829.77,15.36
11874,Japan,Sweet potatoes,2005,258088,1668,63829.77,12.99
11875,Japan,Wheat,2005,40970,1668,63829.77,15.75
11876,Japan,Wheat,2005,40970,1668,63829.77,12.99
11877,Japan,Wheat,2005,40970,1668,63829.77,15.75
11878,Japan,Wheat,2005,40970,1668,63829.77,15.36
11879,Japan,Wheat,2005,40970,1668,63829.77,15.36
11880,Japan,Wheat,2005,40970,1668,63829.77,12.99
11881,Japan,Yams,2005,233257,1668,63829.77,15.75
11882,Japan,Yams,2005,233257,1668,63829.77,12.99
11883,Japan,Yams,2005,233257,1668,63829.77,15.75
11884,Japan,Yams,2005,233257,1668,63829.77,15.36
11885,Japan,Yams,2005,233257,1668,63829.77,15.36
11886,Japan,Yams,2005,233257,1668,63829.77,12.99
11887,Japan,Maize,2006,25324,1668,65248.26,15.87
11888,Japan,Maize,2006,25324,1668,65248.26,13.28
11889,Japan,Maize,2006,25324,1668,65248.26,15.92
11890,Japan,Maize,2006,25324,1668,65248.26,15.43
11891,Japan,Maize,2006,25324,1668,65248.26,15.45
11892,Japan,Maize,2006,25324,1668,65248.26,13.28
11893,Japan,Potatoes,2006,304273,1668,65248.26,15.87
11894,Japan,Potatoes,2006,304273,1668,65248.26,13.28
11895,Japan,Potatoes,2006,304273,1668,65248.26,15.92
11896,Japan,Potatoes,2006,304273,1668,65248.26,15.43
11897,Japan,Potatoes,2006,304273,1668,65248.26,15.45
11898,Japan,Potatoes,2006,304273,1668,65248.26,13.28
11899,Japan,"Rice, paddy",2006,63359,1668,65248.26,15.87
11900,Japan,"Rice, paddy",2006,63359,1668,65248.26,13.28
11901,Japan,"Rice, paddy",2006,63359,1668,65248.26,15.92
11902,Japan,"Rice, paddy",2006,63359,1668,65248.26,15.43
11903,Japan,"Rice, paddy",2006,63359,1668,65248.26,15.45
11904,Japan,"Rice, paddy",2006,63359,1668,65248.26,13.28
11905,Japan,Soybeans,2006,16129,1668,65248.26,15.87
11906,Japan,Soybeans,2006,16129,1668,65248.26,13.28
11907,Japan,Soybeans,2006,16129,1668,65248.26,15.92
11908,Japan,Soybeans,2006,16129,1668,65248.26,15.43
11909,Japan,Soybeans,2006,16129,1668,65248.26,15.45
11910,Japan,Soybeans,2006,16129,1668,65248.26,13.28
11911,Japan,Sweet potatoes,2006,242377,1668,65248.26,15.87
11912,Japan,Sweet potatoes,2006,242377,1668,65248.26,13.28
11913,Japan,Sweet potatoes,2006,242377,1668,65248.26,15.92
11914,Japan,Sweet potatoes,2006,242377,1668,65248.26,15.43
11915,Japan,Sweet potatoes,2006,242377,1668,65248.26,15.45
11916,Japan,Sweet potatoes,2006,242377,1668,65248.26,13.28
11917,Japan,Wheat,2006,38351,1668,65248.26,15.87
11918,Japan,Wheat,2006,38351,1668,65248.26,13.28
11919,Japan,Wheat,2006,38351,1668,65248.26,15.92
11920,Japan,Wheat,2006,38351,1668,65248.26,15.43
11921,Japan,Wheat,2006,38351,1668,65248.26,15.45
11922,Japan,Wheat,2006,38351,1668,65248.26,13.28
11923,Japan,Yams,2006,225059,1668,65248.26,15.87
11924,Japan,Yams,2006,225059,1668,65248.26,13.28
11925,Japan,Yams,2006,225059,1668,65248.26,15.92
11926,Japan,Yams,2006,225059,1668,65248.26,15.43
11927,Japan,Yams,2006,225059,1668,65248.26,15.45
11928,Japan,Yams,2006,225059,1668,65248.26,13.28
11929,Japan,Maize,2007,25395,1668,61164.07,16.53
11930,Japan,Maize,2007,25395,1668,61164.07,13.68
11931,Japan,Maize,2007,25395,1668,61164.07,16.55
11932,Japan,Maize,2007,25395,1668,61164.07,16.03
11933,Japan,Maize,2007,25395,1668,61164.07,15.94
11934,Japan,Maize,2007,25395,1668,61164.07,13.68
11935,Japan,Potatoes,2007,340000,1668,61164.07,16.53
11936,Japan,Potatoes,2007,340000,1668,61164.07,13.68
11937,Japan,Potatoes,2007,340000,1668,61164.07,16.55
11938,Japan,Potatoes,2007,340000,1668,61164.07,16.03
11939,Japan,Potatoes,2007,340000,1668,61164.07,15.94
11940,Japan,Potatoes,2007,340000,1668,61164.07,13.68
11941,Japan,"Rice, paddy",2007,65111,1668,61164.07,16.53
11942,Japan,"Rice, paddy",2007,65111,1668,61164.07,13.68
11943,Japan,"Rice, paddy",2007,65111,1668,61164.07,16.55
11944,Japan,"Rice, paddy",2007,65111,1668,61164.07,16.03
11945,Japan,"Rice, paddy",2007,65111,1668,61164.07,15.94
11946,Japan,"Rice, paddy",2007,65111,1668,61164.07,13.68
11947,Japan,Soybeans,2007,16392,1668,61164.07,16.53
11948,Japan,Soybeans,2007,16392,1668,61164.07,13.68
11949,Japan,Soybeans,2007,16392,1668,61164.07,16.55
11950,Japan,Soybeans,2007,16392,1668,61164.07,16.03
11951,Japan,Soybeans,2007,16392,1668,61164.07,15.94
11952,Japan,Soybeans,2007,16392,1668,61164.07,13.68
11953,Japan,Sweet potatoes,2007,237936,1668,61164.07,16.53
11954,Japan,Sweet potatoes,2007,237936,1668,61164.07,13.68
11955,Japan,Sweet potatoes,2007,237936,1668,61164.07,16.55
11956,Japan,Sweet potatoes,2007,237936,1668,61164.07,16.03
11957,Japan,Sweet potatoes,2007,237936,1668,61164.07,15.94
11958,Japan,Sweet potatoes,2007,237936,1668,61164.07,13.68
11959,Japan,Wheat,2007,43400,1668,61164.07,16.53
11960,Japan,Wheat,2007,43400,1668,61164.07,13.68
11961,Japan,Wheat,2007,43400,1668,61164.07,16.55
11962,Japan,Wheat,2007,43400,1668,61164.07,16.03
11963,Japan,Wheat,2007,43400,1668,61164.07,15.94
11964,Japan,Wheat,2007,43400,1668,61164.07,13.68
11965,Japan,Yams,2007,230788,1668,61164.07,16.53
11966,Japan,Yams,2007,230788,1668,61164.07,13.68
11967,Japan,Yams,2007,230788,1668,61164.07,16.55
11968,Japan,Yams,2007,230788,1668,61164.07,16.03
11969,Japan,Yams,2007,230788,1668,61164.07,15.94
11970,Japan,Yams,2007,230788,1668,61164.07,13.68
11971,Japan,Maize,2008,25456,1668,58750,15.96
11972,Japan,Maize,2008,25456,1668,58750,13.31
11973,Japan,Maize,2008,25456,1668,58750,15.98
11974,Japan,Maize,2008,25456,1668,58750,15.55
11975,Japan,Maize,2008,25456,1668,58750,15.57
11976,Japan,Maize,2008,25456,1668,58750,13.31
11977,Japan,Potatoes,2008,323086,1668,58750,15.96
11978,Japan,Potatoes,2008,323086,1668,58750,13.31
11979,Japan,Potatoes,2008,323086,1668,58750,15.98
11980,Japan,Potatoes,2008,323086,1668,58750,15.55
11981,Japan,Potatoes,2008,323086,1668,58750,15.57
11982,Japan,Potatoes,2008,323086,1668,58750,13.31
11983,Japan,"Rice, paddy",2008,67786,1668,58750,15.96
11984,Japan,"Rice, paddy",2008,67786,1668,58750,13.31
11985,Japan,"Rice, paddy",2008,67786,1668,58750,15.98
11986,Japan,"Rice, paddy",2008,67786,1668,58750,15.55
11987,Japan,"Rice, paddy",2008,67786,1668,58750,15.57
11988,Japan,"Rice, paddy",2008,67786,1668,58750,13.31
11989,Japan,Soybeans,2008,17791,1668,58750,15.96
11990,Japan,Soybeans,2008,17791,1668,58750,13.31
11991,Japan,Soybeans,2008,17791,1668,58750,15.98
11992,Japan,Soybeans,2008,17791,1668,58750,15.55
11993,Japan,Soybeans,2008,17791,1668,58750,15.57
11994,Japan,Soybeans,2008,17791,1668,58750,13.31
11995,Japan,Sweet potatoes,2008,248403,1668,58750,15.96
11996,Japan,Sweet potatoes,2008,248403,1668,58750,13.31
11997,Japan,Sweet potatoes,2008,248403,1668,58750,15.98
11998,Japan,Sweet potatoes,2008,248403,1668,58750,15.55
11999,Japan,Sweet potatoes,2008,248403,1668,58750,15.57
12000,Japan,Sweet potatoes,2008,248403,1668,58750,13.31
12001,Japan,Wheat,2008,42203,1668,58750,15.96
12002,Japan,Wheat,2008,42203,1668,58750,13.31
12003,Japan,Wheat,2008,42203,1668,58750,15.98
12004,Japan,Wheat,2008,42203,1668,58750,15.55
12005,Japan,Wheat,2008,42203,1668,58750,15.57
12006,Japan,Wheat,2008,42203,1668,58750,13.31
12007,Japan,Yams,2008,225093,1668,58750,15.96
12008,Japan,Yams,2008,225093,1668,58750,13.31
12009,Japan,Yams,2008,225093,1668,58750,15.98
12010,Japan,Yams,2008,225093,1668,58750,15.55
12011,Japan,Yams,2008,225093,1668,58750,15.57
12012,Japan,Yams,2008,225093,1668,58750,13.31
12013,Japan,Maize,2009,25385,1668,60970.8,15.93
12014,Japan,Maize,2009,25385,1668,60970.8,13.55
12015,Japan,Maize,2009,25385,1668,60970.8,16.02
12016,Japan,Maize,2009,25385,1668,60970.8,15.61
12017,Japan,Maize,2009,25385,1668,60970.8,15.67
12018,Japan,Maize,2009,25385,1668,60970.8,13.55
12019,Japan,Potatoes,2009,295909,1668,60970.8,15.93
12020,Japan,Potatoes,2009,295909,1668,60970.8,13.55
12021,Japan,Potatoes,2009,295909,1668,60970.8,16.02
12022,Japan,Potatoes,2009,295909,1668,60970.8,15.61
12023,Japan,Potatoes,2009,295909,1668,60970.8,15.67
12024,Japan,Potatoes,2009,295909,1668,60970.8,13.55
12025,Japan,"Rice, paddy",2009,65222,1668,60970.8,15.93
12026,Japan,"Rice, paddy",2009,65222,1668,60970.8,13.55
12027,Japan,"Rice, paddy",2009,65222,1668,60970.8,16.02
12028,Japan,"Rice, paddy",2009,65222,1668,60970.8,15.61
12029,Japan,"Rice, paddy",2009,65222,1668,60970.8,15.67
12030,Japan,"Rice, paddy",2009,65222,1668,60970.8,13.55
12031,Japan,Soybeans,2009,15812,1668,60970.8,15.93
12032,Japan,Soybeans,2009,15812,1668,60970.8,13.55
12033,Japan,Soybeans,2009,15812,1668,60970.8,16.02
12034,Japan,Soybeans,2009,15812,1668,60970.8,15.61
12035,Japan,Soybeans,2009,15812,1668,60970.8,15.67
12036,Japan,Soybeans,2009,15812,1668,60970.8,13.55
12037,Japan,Sweet potatoes,2009,253333,1668,60970.8,15.93
12038,Japan,Sweet potatoes,2009,253333,1668,60970.8,13.55
12039,Japan,Sweet potatoes,2009,253333,1668,60970.8,16.02
12040,Japan,Sweet potatoes,2009,253333,1668,60970.8,15.61
12041,Japan,Sweet potatoes,2009,253333,1668,60970.8,15.67
12042,Japan,Sweet potatoes,2009,253333,1668,60970.8,13.55
12043,Japan,Wheat,2009,32367,1668,60970.8,15.93
12044,Japan,Wheat,2009,32367,1668,60970.8,13.55
12045,Japan,Wheat,2009,32367,1668,60970.8,16.02
12046,Japan,Wheat,2009,32367,1668,60970.8,15.61
12047,Japan,Wheat,2009,32367,1668,60970.8,15.67
12048,Japan,Wheat,2009,32367,1668,60970.8,13.55
12049,Japan,Yams,2009,211519,1668,60970.8,15.93
12050,Japan,Yams,2009,211519,1668,60970.8,13.55
12051,Japan,Yams,2009,211519,1668,60970.8,16.02
12052,Japan,Yams,2009,211519,1668,60970.8,15.61
12053,Japan,Yams,2009,211519,1668,60970.8,15.67
12054,Japan,Yams,2009,211519,1668,60970.8,13.55
12055,Japan,Maize,2010,25642,1668,55576,16.12
12056,Japan,Maize,2010,25642,1668,55576,13.82
12057,Japan,Maize,2010,25642,1668,55576,16.01
12058,Japan,Maize,2010,25642,1668,55576,15.8
12059,Japan,Maize,2010,25642,1668,55576,15.87
12060,Japan,Maize,2010,25642,1668,55576,13.82
12061,Japan,Potatoes,2010,277576,1668,55576,16.12
12062,Japan,Potatoes,2010,277576,1668,55576,13.82
12063,Japan,Potatoes,2010,277576,1668,55576,16.01
12064,Japan,Potatoes,2010,277576,1668,55576,15.8
12065,Japan,Potatoes,2010,277576,1668,55576,15.87
12066,Japan,Potatoes,2010,277576,1668,55576,13.82
12067,Japan,"Rice, paddy",2010,65135,1668,55576,16.12
12068,Japan,"Rice, paddy",2010,65135,1668,55576,13.82
12069,Japan,"Rice, paddy",2010,65135,1668,55576,16.01
12070,Japan,"Rice, paddy",2010,65135,1668,55576,15.8
12071,Japan,"Rice, paddy",2010,65135,1668,55576,15.87
12072,Japan,"Rice, paddy",2010,65135,1668,55576,13.82
12073,Japan,Soybeans,2010,16158,1668,55576,16.12
12074,Japan,Soybeans,2010,16158,1668,55576,13.82
12075,Japan,Soybeans,2010,16158,1668,55576,16.01
12076,Japan,Soybeans,2010,16158,1668,55576,15.8
12077,Japan,Soybeans,2010,16158,1668,55576,15.87
12078,Japan,Soybeans,2010,16158,1668,55576,13.82
12079,Japan,Sweet potatoes,2010,217531,1668,55576,16.12
12080,Japan,Sweet potatoes,2010,217531,1668,55576,13.82
12081,Japan,Sweet potatoes,2010,217531,1668,55576,16.01
12082,Japan,Sweet potatoes,2010,217531,1668,55576,15.8
12083,Japan,Sweet potatoes,2010,217531,1668,55576,15.87
12084,Japan,Sweet potatoes,2010,217531,1668,55576,13.82
12085,Japan,Wheat,2010,27612,1668,55576,16.12
12086,Japan,Wheat,2010,27612,1668,55576,13.82
12087,Japan,Wheat,2010,27612,1668,55576,16.01
12088,Japan,Wheat,2010,27612,1668,55576,15.8
12089,Japan,Wheat,2010,27612,1668,55576,15.87
12090,Japan,Wheat,2010,27612,1668,55576,13.82
12091,Japan,Yams,2010,226963,1668,55576,16.12
12092,Japan,Yams,2010,226963,1668,55576,13.82
12093,Japan,Yams,2010,226963,1668,55576,16.01
12094,Japan,Yams,2010,226963,1668,55576,15.8
12095,Japan,Yams,2010,226963,1668,55576,15.87
12096,Japan,Yams,2010,226963,1668,55576,13.82
12097,Japan,Maize,2011,25797,1668,51796.3,15.71
12098,Japan,Maize,2011,25797,1668,51796.3,13.32
12099,Japan,Maize,2011,25797,1668,51796.3,15.62
12100,Japan,Maize,2011,25797,1668,51796.3,15.38
12101,Japan,Maize,2011,25797,1668,51796.3,15.43
12102,Japan,Maize,2011,25797,1668,51796.3,13.32
12103,Japan,Potatoes,2011,294691,1668,51796.3,15.71
12104,Japan,Potatoes,2011,294691,1668,51796.3,13.32
12105,Japan,Potatoes,2011,294691,1668,51796.3,15.62
12106,Japan,Potatoes,2011,294691,1668,51796.3,15.38
12107,Japan,Potatoes,2011,294691,1668,51796.3,15.43
12108,Japan,Potatoes,2011,294691,1668,51796.3,13.32
12109,Japan,"Rice, paddy",2011,66624,1668,51796.3,15.71
12110,Japan,"Rice, paddy",2011,66624,1668,51796.3,13.32
12111,Japan,"Rice, paddy",2011,66624,1668,51796.3,15.62
12112,Japan,"Rice, paddy",2011,66624,1668,51796.3,15.38
12113,Japan,"Rice, paddy",2011,66624,1668,51796.3,15.43
12114,Japan,"Rice, paddy",2011,66624,1668,51796.3,13.32
12115,Japan,Soybeans,2011,16006,1668,51796.3,15.71
12116,Japan,Soybeans,2011,16006,1668,51796.3,13.32
12117,Japan,Soybeans,2011,16006,1668,51796.3,15.62
12118,Japan,Soybeans,2011,16006,1668,51796.3,15.38
12119,Japan,Soybeans,2011,16006,1668,51796.3,15.43
12120,Japan,Soybeans,2011,16006,1668,51796.3,13.32
